#{"t_start": 1777457424.5316324, "env_id": "None"}
r,l,t,episode_metrics
-977.275857,706,649.288791,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 13.300000190734863, 'distance': 225.7144775390625, 'fitness': -977275857.1447645, 'fitness_delta_score': -977.2758571447646, 'last_fitness_delta_score': -977.2758571447646, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0232000064851}"
-977.295557,819,666.159864,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 15.270000457763672, 'distance': 219.04344177246094, 'fitness': -977295557.1474348, 'fitness_delta_score': -977.2955571474348, 'last_fitness_delta_score': -977.2955571474348, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0210000038147}"
-977.263757,629,679.874171,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 12.09000015258789, 'distance': 225.32791137695312, 'fitness': -977263757.1443831, 'fitness_delta_score': -977.263757144383, 'last_fitness_delta_score': -977.263757144383, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0173000049591}"
-971.630271,1061,701.658676,"{'term': -1.0, 'progress': 28.57142857142857, 'time': 20.170000076293945, 'distance': 332.4492492675781, 'fitness': -971630271.4293344, 'fitness_delta_score': -971.6302714293344, 'last_fitness_delta_score': -971.6302714293344, 'last_fitness_delta_progress': 28.57142857142857, 'reward': -1000.0444000053405}"
-988.571429,261,709.017106,"{'term': -1.0, 'progress': 11.428571428571429, 'time': 5.730000019073486, 'distance': 133.2413330078125, 'fitness': -988571428.5714285, 'fitness_delta_score': -988.5714285714286, 'last_fitness_delta_score': -988.5714285714286, 'last_fitness_delta_progress': 11.428571428571429, 'reward': -1000.0}"
-982.857143,384,718.208706,"{'term': -1.0, 'progress': 17.142857142857142, 'time': 7.619999885559082, 'distance': 188.4680633544922, 'fitness': -982857142.8571428, 'fitness_delta_score': -982.8571428571428, 'last_fitness_delta_score': -982.8571428571428, 'last_fitness_delta_progress': 17.142857142857142, 'reward': -999.9999999999999}"
-985.714286,322,726.164034,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 6.369999885559082, 'distance': 139.92784118652344, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-968.772029,1101,747.850805,"{'term': -1.0, 'progress': 31.428571428571427, 'time': 20.059999465942383, 'distance': 352.6333923339844, 'fitness': -968772028.566088, 'fitness_delta_score': -968.772028566088, 'last_fitness_delta_score': -968.772028566088, 'last_fitness_delta_progress': 31.428571428571427, 'reward': -1000.0053999900817}"
-982.857143,414,757.440141,"{'term': -1.0, 'progress': 17.142857142857142, 'time': 7.949999809265137, 'distance': 188.3996124267578, 'fitness': -982857142.8571428, 'fitness_delta_score': -982.8571428571428, 'last_fitness_delta_score': -982.8571428571428, 'last_fitness_delta_progress': 17.142857142857142, 'reward': -999.9999999999999}"
-1000.0,121,762.288623,"{'term': -1.0, 'progress': 0.0, 'time': 3.200000047683716, 'distance': 12.830860137939453, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,286,770.005622,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 6.079999923706055, 'distance': 138.41995239257812, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
